train-loss,train-tn,train-fp,train-fn,train-tp,train-f1_pos,train-f1_neg,val-loss,val-tn,val-fp,val-fn,val-tp,val-f1_pos,val-f1_neg
0.26795665237719296,3519,342,489,3373,0.8903259865382077,0.8943957300800609,0.9129724763740816,1978,31,1189,280,0.3146067415730337,0.7642967542503865
0.1748826353372139,3681,180,346,3516,0.9304048690129665,0.933316430020284,0.9056186076894172,1972,37,1004,465,0.471841704718417,0.7911735205616851
0.16359159681826896,3692,169,308,3554,0.9371127224785762,0.9393206971123266,0.6517085312357437,1538,471,44,1425,0.8469539375928677,0.8565859092174882
0.15277562965449004,3716,145,302,3560,0.9409277124355754,0.9432669120446757,1.3054685792133272,1904,105,970,499,0.48142788229618905,0.7798484538193733
0.15011094521167256,3708,153,293,3569,0.9411919831223629,0.9432714322055457,1.8193814174549,1990,19,1276,193,0.2296252230814991,0.7545023696682465
0.1533201070152446,3719,142,320,3542,0.9387755102040816,0.9415189873417722,0.7150333746196622,1586,423,124,1345,0.831016373185048,0.8529174509276687
0.14641412088912062,3700,161,277,3585,0.942429022082019,0.9441183975503955,3.1619918554798496,2008,1,1440,29,0.038692461641094064,0.7359354956936045
0.1436708822979545,3732,129,299,3563,0.9433412761450888,0.9457678661936137,4.277440534781422,109,1900,2,1467,0.6066997518610421,0.10283018867924529
0.13564229310407827,3737,124,269,3593,0.9481461934292122,0.9500444896402694,3.8817768277897104,103,1906,1,1468,0.6062358042535618,0.09749171793658307
0.13970544255925524,3722,139,290,3572,0.9433513799022846,0.9455099707862314,3.5095043308505933,103,1906,1,1468,0.6062358042535618,0.09749171793658307
0.14224079766646114,3725,136,290,3572,0.9437252311756936,0.9459116302691721,2.996843845834672,237,1772,4,1465,0.6226094347641309,0.21066666666666667
0.1302606995430586,3745,116,284,3578,0.9470619375330863,0.9493029150823827,1.7802071512396682,266,1743,4,1465,0.6264699593756681,0.23343571741992103
0.13096127806589053,3739,122,277,3585,0.9472849782005548,0.9493461977910372,1.2640439393261234,1318,691,4,1465,0.8082758620689655,0.7913539477634344
0.13362197130416845,3727,134,254,3608,0.9489742240925829,0.9505228258097425,0.5574717887727059,1700,309,297,1172,0.7945762711864406,0.8487269096355466
0.13285978592061076,3738,123,279,3583,0.9468816067653277,0.948971820258949,2.9721563445075345,183,1826,2,1467,0.6161276774464511,0.16681859617137648
0.129021628655008,3751,110,295,3567,0.9462793473935536,0.9487795624130516,1.7642971164128642,1973,36,1213,256,0.2907438955139125,0.7595765158806544
0.13006610527806342,3735,126,280,3582,0.9463672391017174,0.9484509903504317,0.8873997050636866,585,1424,11,1458,0.6701907607446562,0.44913627639155473
0.12283097958875014,3763,98,284,3578,0.9493234279649774,0.9516944865958523,0.6127459408566485,1840,169,586,883,0.7005156683855613,0.8297632468996617
0.11947322064567134,3756,105,256,3606,0.9523306483560016,0.9541470849739617,1.1530619666383073,1383,626,9,1460,0.8213783403656822,0.8132902087621289
0.12957291358462752,3746,115,277,3585,0.9481618619412854,0.9502790461694572,0.46853912903221945,1702,307,189,1280,0.8376963350785339,0.8728205128205128
0.11576508035275289,3764,97,253,3609,0.9537526427061311,0.9555724803249556,0.8275742453703461,1453,556,22,1447,0.8335253456221199,0.8340987370838118
0.12109481566166548,3741,120,255,3607,0.9505863750164713,0.9522718594883544,1.8718279148395751,1986,23,1252,217,0.253949678174371,0.7570040022870211
0.10856847953768603,3765,96,255,3607,0.9536021150033047,0.9554625047582794,2.6568248531062966,211,1798,2,1467,0.6197718631178707,0.18991899189918995
0.1110307722743521,3760,101,231,3631,0.9562812746905451,0.9577177789098318,7.021877661732986,49,1960,1,1468,0.5995507453542985,0.047595920349684316
0.11206386893361549,3757,104,246,3616,0.9538380374571352,0.9554933875890133,1.9798438457184102,1965,44,1222,247,0.28068181818181825,0.7563510392609699
0.11494468963664846,3763,98,265,3597,0.9519650655021834,0.9539865635695272,1.2580897251445031,456,1553,5,1464,0.6526972804279982,0.36923076923076925
0.11102312598650001,3756,105,276,3586,0.9495564676287568,0.951729380463702,2.0779068135474863,318,1691,5,1464,0.6332179930795848,0.27272727272727276
0.11208724104341689,3766,95,266,3596,0.9522044220839402,0.954263271253009,0.9245983129811739,1429,580,19,1450,0.828808230923121,0.8267283772056696
0.10350573445410675,3769,92,232,3630,0.9572784810126582,0.9587891121851947,0.561437004424156,1647,362,97,1372,0.8566968467062128,0.8776978417266187
0.10747358522210408,3769,92,265,3597,0.9527214938418752,0.9547815072830906,0.5355437725628156,1659,350,139,1330,0.8447126071768815,0.871552403467297
0.11318779410583343,3757,104,244,3618,0.9541139240506329,0.9557364538285424,1.2515194960336975,1936,73,986,483,0.477037037037037,0.7852362603934293
0.09771049701648875,3772,89,225,3637,0.9586188719030049,0.9600407228302367,0.5056935145534134,1724,285,234,1235,0.8263633322181332,0.8691706579279052
0.10778851905133646,3767,94,250,3612,0.9545454545454545,0.9563340949479563,0.6367748590157318,1794,215,478,991,0.7409345794392523,0.8381219341275403
0.10120929177514278,3764,97,233,3629,0.9565102793885081,0.9580045813184017,4.425041823088266,107,1902,1,1468,0.6067369291175863,0.10108644307982993
0.10075424633371263,3765,96,228,3634,0.9573234984193889,0.9587471352177235,0.6259832579284786,1777,232,435,1034,0.7561243144424131,0.8419805733238569
0.1060024125138053,3769,92,253,3609,0.954383181277271,0.9562349359380946,0.5920732936052292,1672,337,167,1302,0.8378378378378379,0.869022869022869
0.10118166862602418,3780,81,254,3608,0.9556350152297709,0.9575680810639646,3.815342349660609,207,1802,2,1467,0.6192486281131279,0.18665464382326422
